정류장명,위도,경도
용산전자상가17동,37.5338167,126.9660167
용산전자상가19동,37.5334667,126.9655
용산전자상가10동,37.5333167,126.9619667
용산전자상가12동,37.5330333,126.9622667
용산전자상가.전자랜드,37.5328,126.9585667
용산전자상가.전자랜드,37.5330333,126.95825
원효대교북단,37.5319167,126.956
용산경찰서,37.5405333,126.9691833
용산경찰서,37.5400333,126.96905
용산꿈나무종합타운.원효로우체국,37.53865,126.9669167
불광역.불광1동주민센터,37.6093333,126.9328
독박골.북한산래미안APT앞,37.61055,126.9398
구기터널입구,37.6103167,126.9447667
구기터널입구,37.6107833,126.9457667
독박골.북한산래미안APT,37.6107333,126.9393667
불광역.불광1동주민센터,37.6095667,126.9326
양광교회,37.6085667,126.9289333
한솔아파트입구선정중학교후문,37.6158333,126.9137
갈현동미미아파트,37.6182167,126.9151333
선일여고입구,37.6193667,126.9157167
갈현동성당앞,37.6208333,126.9165833
갈현동성당앞,37.6208333,126.9164167
선일여고입구,37.6190167,126.9152667
갈현동미미아파트,37.6182,126.9149833
한솔아파트입구선정중학교후문,37.6160833,126.9137333
서부경찰서후문,37.6024667,126.9223333
신진과학기술고등학교,37.59815,126.9205
응암시장,37.59435,126.9179833
서서울농협본점,37.5934833,126.9181333
신진과학기술고등학교,37.59745,126.9203333
서부경찰서후문,37.6027667,126.9227
디지털미디어시티역,37.57925,126.9005833
덕은교.은평차고지앞,37.5886167,126.8856
덕은교.은평차고지앞,37.59,126.88345
제각말5단지.은평뉴타운도서관,37.6384,126.9355833
제각말5단지.은평뉴타운도서관,37.6379333,126.9352
증산역.증산동주민센터,37.5837833,126.9093167
신사동고개,37.5982,126.9108333
녹번역,37.6007833,126.9347667
갈현노인복지센터,37.6247333,126.9172
녹번동대림JR아파트앞,37.59935,126.93705
연서중학교입구,37.5862667,126.9122833
연서중학교입구,37.5862,126.91175
지축교앞,37.6448667,126.9176667
지축교앞,37.64485,126.9195833
진관중고교.약수사입구,37.6451667,126.9228667
응암3동주민센터,37.5913333,126.9173167
롯데캐슬823동앞,37.6421,126.9217333
진관중고교.약수사앞,37.6434333,126.9231333
푸르지오621동앞,37.64845,126.9305833
진관초교앞,37.6463667,126.9293
생태공원앞,37.6441,126.9289667
진관중고교.약수사앞,37.6436667,126.9243
래미안909동앞,37.6412167,126.9215167
하나고.삼천사.진관사입구,37.643,126.93905
응암3동주민센터,37.5916667,126.9177
입곡삼거리,37.6501167,126.9362833
입곡삼거리,37.6515667,126.9372833
아이파크709동앞,37.6448833,126.9266833
은진초교입구.은뜨락도서관,37.6306833,126.9206833
은진초교입구.은뜨락도서관,37.63105,126.9210333
은평구민체육센터앞,37.63145,126.9225667
은평구민체육센터앞,37.6316333,126.9230333
신도초중교입구.한국고전번역원,37.6314667,126.9254667
신도초중교입구.한국고전번역원,37.6315833,126.9269
아이파크714동앞,37.6448833,126.9263333
푸르지오604동앞,37.6477167,126.9301833
푸르지오614동앞,37.6494667,126.9315333
신도초교.은평메디텍고등학교,37.6342333,126.9291167
동부센트레빌320동앞,37.6341,126.9277667
두산위브253동앞,37.6343,126.92285
동부센트레빌324동앞,37.6340833,126.92455
진관동주민센터.은평우체국,37.6347167,126.91985
진관동주민센터.은평우체국,37.63455,126.9195833
하나고.삼천사.진관사입구,37.64255,126.9385333
아이파크708동앞,37.6451833,126.9264667
동명여고,37.6160833,126.9245333
아이파크701동앞,37.6462,126.9283167
래미안922동앞,37.6441,126.9213167
롯데캐슬820동앞,37.64395,126.9215333
두산위브205동앞,37.6342667,126.9266167
기자촌11단지앞,37.6346333,126.9326167
세명컴퓨터고등학교(중),37.6253333,126.92
세명컴퓨터고등학교(중),37.6242,126.9199833
연신내역.연서시장(중),37.6193167,126.9209667
연신내역.연서시장(중),37.6183333,126.9218833
동명여고.천주교불광동성당(중),37.6162667,126.9239333
남구로역5번출구.구로4동자치회관,37.48535,126.8864667
한국산업단지공단.이마트구로점,37.4841167,126.8966167
고용노동부관악지청.이마트구로점,37.4836833,126.8975667
디지털산업1단지,37.4841333,126.8951667
디지털산업1단지,37.48415,126.8949167
하이엔드1차·보건지소·치매센터,37.4814667,126.8926
지하이시티·보건지소·치매센터,37.4817333,126.8926333
디지털단지오거리,37.4800667,126.8908833
디지털단지오거리,37.4802,126.8907333
퀸즈빌,37.4873333,126.83285
가리봉시장,37.4829333,126.8871833
가리봉시장,37.4824667,126.887
남구로역,37.4843167,126.8862167
구로4동자치회관,37.48615,126.88565
구로시장,37.48785,126.8849333
구로시장,37.4882167,126.8845333
구로4동우체국.고대구로병원정문,37.4903,126.88425
구로4동우체국.고대구로병원정문,37.48995,126.8840833
구로119안전센터,37.4938333,126.8832333
구로119안전센터,37.4938833,126.8829667
우리유앤미아파트,37.4968333,126.8824167
구로변전소.구로초등학교,37.4978333,126.8840833
쌍용구로정비사업소,37.4996167,126.8823667
구로역·NC신구로점,37.5000833,126.88285
구로역·NC신구로점,37.5005833,126.8829167
구로역.구로기계공구상가,37.5036167,126.8793167
구로역.구로기계공구상가,37.5034667,126.8790167
기업은행구로중앙지점,37.5052,126.8774
기업은행구로중앙지점,37.5049333,126.8772833
신도림중학교,37.5064667,126.8849167
신도림중학교,37.5068333,126.8848
구로역,37.5046,126.88235
구로역,37.5048833,126.88215
개봉사거리,37.4972333,126.85705
경인중학교,37.49665,126.8562833
오류1동주민센터.오류문화센터,37.4969667,126.84625
오류1동주민센터.오류문화센터,37.4965333,126.8446167
오류동역,37.4956667,126.8433667
오류동역,37.4956333,126.8425167
씨티월드,37.4944833,126.8406667
오류지구대.신오류주유소,37.4943,126.8395
서울가든빌라앞,37.4911833,126.8312333
서울가든빌라앞,37.4915833,126.8316167
성공회대학교유한공고앞,37.48945,126.8250833
연세중앙교회,37.49315,126.8354333
궁동청소년문화의집,37.4933167,126.8334167
궁동청소년문화의집.구로검사소,37.4931333,126.8334
우신고등학교,37.4933167,126.8307833
우신고등학교,37.4931167,126.8304333
온수역,37.4928167,126.8238
온수역,37.4928167,126.8245333
온수동새마을금고,37.4959,126.8247
정진학교.온수힐스테이트아파트,37.497,126.8224
수궁동주민센터,37.4942167,126.8311833
수궁동주민센터,37.4941167,126.83085
수궁119안전센터,37.4972167,126.8294167
수궁119안전센터,37.49705,126.82925
예림디자인고.오류고.서울공연예술고,37.4986667,126.8292333
예림디자인고.오류고.서울공연예술고,37.4985,126.8290167
서서울생활과학고.궁동도서관,37.5028833,126.82895
구로우체국.이펜하우스5단지후문,37.4819667,126.8422667
대원주유소,37.4869667,126.8565167
대원주유소,37.48745,126.8562
현대아파트.개봉중앙시장,37.4906167,126.8561667
현대아파트.개봉중앙시장,37.4906167,126.8558833
덕의초등학교,37.50625,126.85835
고척근린공원.고척도서관,37.5047,126.8545667
세곡초등학교,37.5027167,126.84985
세곡초등학교,37.5031833,126.8505333
개봉푸르지오아파트,37.5021833,126.8478333
개봉푸르지오아파트,37.5020333,126.8480667
고척근린시장,37.5011667,126.8508167
용두연립,37.49905,126.8518
고척파크푸르지오아파트,37.50725,126.8594667
고척시장,37.50375,126.8620167
고척시장,37.5034333,126.86185
고척중학교,37.5004833,126.8639167
고척중학교,37.5008167,126.8633167
용산e편한세상,37.5373667,126.9653667
남정초등학교,37.53635,126.9636667
원효로2가,37.5362667,126.9629833
원효로2가사거리,37.5349667,126.9610667
원효로3가,37.5340833,126.9581833
원효로3가,37.5338333,126.9583167
해방촌,37.53775,126.9865
국군재정관리단,37.5371667,126.9869667
용산구청,37.5303167,126.9912
용산구청,37.52965,126.9911333
한강중학교,37.5255167,126.99225
한강중학교앞,37.52455,126.9924833
서빙고역1번출구,37.5200667,126.9899
서울시중부기술교육원.블루스퀘어,37.5412167,127.0031667
순천향대학병원,37.5363167,127.0058167
순천향대학병원,37.5356667,127.00625
순천향대학병원,37.5359,127.0054333
순천향대학병원.한남오거리,37.5355333,127.0057167
한남5거리,37.5329,127.0083333
용마루고개(서울자동차고등학교),37.5406667,126.9584667
용마루고개.효창파크푸르지오아파트,37.5403333,126.95855
효창공원앞역.이봉창역사울림관,37.53925,126.9620333
효창공원앞역.이봉창역사울림관,37.5390167,126.9618
용산꿈나무종합타운.보건분소,37.5384667,126.965
용산꿈나무종합타운.보건분소,37.5383167,126.9645833
원효로제1동주민센터,37.5376167,126.9670833
전쟁기념관,37.5348,126.97685
전쟁기념관,37.5344667,126.9773333
녹사평역,37.5350833,126.9853333
녹사평역,37.5348,126.9853
후암시장,37.5497833,126.9775333
용산중고,37.5468333,126.9783333
후암동종점,37.5467167,126.9809667
용산중고,37.5457,126.9774333
남영우체국,37.5451667,126.9732333
숙대입구역,37.5443667,126.97085
남영역,37.54225,126.9709167
신용산.지하차도,37.5325333,126.9639333
용산역,37.52895,126.96575
용산푸르지오써밋,37.5274333,126.9645
용산푸르지오써밋,37.52735,126.9647167
용산역광장앞,37.5289167,126.9660333
용산역사박물관.용산철도고등학교,37.5256333,126.9660167
용산역사박물관.용산철도고등학교,37.5254333,126.9668667
용산세무서,37.5236667,126.9693167
용산세무서,37.5236667,126.97015
이촌역,37.5227,126.9739
이촌역,37.5225667,126.97325
국립중앙박물관용산가족공원,37.5209667,126.9783667
국립중앙박물관용산가족공원,37.5208667,126.9798
서빙고역교차로,37.5204167,126.9900833
문배동이안아파트앞,37.5389,126.97105
갈월동.4호선숙대입구,37.5463,126.9715833
숙대입구,37.5445667,126.9705167
원효대교북단,37.5321667,126.95575
문배동이안아파트앞,37.53855,126.9706833
노들섬,37.51815,126.9589667
노들섬,37.5180667,126.9595167
용마루고개.브라운스톤공덕아파트,37.5411833,126.9566833
용산꿈나무종합타운,37.5385167,126.96725
답십리역사거리(중),37.5655667,127.05425
청년회의소.서울새활용플라자(중),37.5619833,127.0604667
장한평역(중),37.5612,127.0662167
상왕십리역,37.5647333,127.0286667
왕십리센트라스아파트,37.5652,127.0249
왕십리교회,37.5664333,127.0237
청계벽산아파트.텐즈힐아파트,37.5687667,127.0304
청계벽산아파트.텐즈힐아파트,37.5682167,127.0300667
왕십리도선동주민센터,37.5676167,127.0245
왕십리2동주민센터,37.5625,127.0332667
코스모타워.서울신용보증재단성동지점,37.5630167,127.0329
상왕십리역,37.5648833,127.0302167
상왕십리역.센트라스아파트,37.5654667,127.0299667
한양대정문,37.5564333,127.04315
한양대정문앞,37.5568167,127.0433
왕십리역,37.5599833,127.0362
왕십리역,37.5603833,127.03625
행당1동주민센터.성동소방서,37.5582,127.0386
서울숲삼부아파트,37.5587667,127.0379333
상원,37.5514,127.04595
구로디지털단지역,37.4835333,126.90165
삼부르네상스.효성아파트,37.4786667,126.8948167
구일우성아파트,37.48935,126.87575
개봉역,37.4940333,126.8567333
개봉역,37.4934667,126.8575833
개봉1동사거리.개봉푸르지오아파트,37.5007833,126.8470667
개봉1동사거리,37.5005333,126.8469167
구일우성아파트,37.48885,126.8761833
디지털단지입구,37.4864667,126.8766167
구일우성아파트,37.4897,126.8758667
연세중앙교회,37.49335,126.8359833
남구로역6번출구,37.48775,126.8886167
서서울생활과학고.궁동도서관,37.5022833,126.8290833
온수동종점,37.4916,126.82125
온수동종점,37.4919833,126.8214
구로구청,37.4959667,126.8884833
우신고등학교후문,37.4959,126.82495
푸른수목원후문.저수지앞,37.4840333,126.8221
푸른수목원후문.저수지앞,37.48405,126.8221667
매화빌라,37.4766667,126.8233333
매화빌라,37.4766833,126.8232
오류동입구,37.5004667,126.84695
오류동입구,37.50065,126.8471333
개봉역입구,37.4910833,126.85585
개봉역입구,37.4910833,126.85615
개봉교,37.4868167,126.8562833
개봉교,37.4866167,126.8566
베스트웨스턴구로호텔코오롱싸이언스밸리,37.4832167,126.8994833
코오롱싸이언스밸리.베스트웨스턴구로호텔,37.4835833,126.8992
디지털1단지,37.4837667,126.89495
디지털단지오거리,37.4802333,126.8911333
유한공고.성공회대학교,37.4895167,126.82465
궁동사거리,37.5062333,126.8279333
궁동삼거리,37.5064667,126.8285833
온수남부,37.4918833,126.8245833
온수남부역,37.4920333,126.8238333
구로역.나인스애비뉴,37.4999,126.8835167
천왕역1번출구,37.4858333,126.8391
남부교도소,37.4766167,126.8414167
남부교도소,37.47595,126.8402167
구로우체국.이펜하우스3단지후문,37.4819,126.8420833
천왕이펜하우스6단지후문,37.4781833,126.8427
천왕이펜하우스6단지후문,37.4780333,126.84285
연지마을,37.4828333,126.8422667
보성운수기종점,37.4902167,126.8928167
동삼빌라,37.4873167,126.8239333
천왕이펜하우스5단지,37.47965,126.84075
천왕이펜하우스3.4단지,37.4812167,126.8387833
연지타운2단지,37.4838,126.8412667
연지타운2단지,37.48375,126.8408
롯데시티호텔구로,37.4852833,126.8974667
롯데시티호텔구로,37.4855167,126.8967667
오남중학교,37.4880667,126.8370833
개봉역,37.4935167,126.8570167
개봉고가,37.4936333,126.8557
두암빌라,37.4951667,126.8256333
경북슈퍼마켓,37.4882,126.85685
쌍용구로정비사업소,37.4987667,126.8826167
우리유엔미아파트,37.4971,126.88265
원각사입구,37.5005333,126.8295333
항동우남퍼스트빌,37.4768,126.8188333
푸른수목원,37.4814167,126.8243333
항동복합행정센터,37.47955,126.82195
푸른수목원,37.4812167,126.82455
항동복합행정센터,37.4793667,126.8221833
항동하버라인3단지,37.4788,126.8229
항동하버라인3단지,37.4790167,126.8230667
디지털단지오거리,37.48,126.8887833
디지털단지오거리.가산파출소,37.4796167,126.8887167
항동하버라인2단지,37.4813,126.8217
항동중흥S클래스,37.4810667,126.8215833
별장쉐르빌앞,37.4872167,126.8332833
구로SKV1지식산업센터,37.4775333,126.8173667
가리봉파출소,37.4792167,126.89175
구로SKV1.제일풍경채포레스트,37.47755,126.81695
수궁동양지연립,37.4953833,126.8172833
수궁동양지연립,37.4954167,126.8172167
수궁동.샘마트앞,37.4928833,126.8191833
수궁동.샘마트앞,37.49305,126.8191833
공항중학교,37.5611167,126.8147
방화역2번출구,37.5767333,126.8126167
방화역,37.57695,126.8123667
방화3동주민센터.국립국어원,37.5791167,126.8135
방화도시7단지.국립국어원,37.5791,126.81325
가양역4번출구.가양8단지아파트,37.5618833,126.8557333
가양역7번출구.마포중고교,37.5589667,126.8542167
가양역8번출구.마포중고교,37.5596,126.8542
경복비즈니스고등학교,37.5575667,126.85345
경복비즈니스고등학교,37.5577,126.8531333
강서구청.한국건강관리협회,37.5526167,126.8505667
강서구청.한국건강관리협회,37.5526667,126.85015
우장초등학교,37.5504333,126.8482
우장초등학교,37.54935,126.8477667
한국폴리텍1.서울강서대학교,37.5459833,126.8452167
한국폴리텍1.서울강서대학교,37.5458667,126.8447333
화곡본동시장,37.5433,126.8427
화곡본동시장,37.5431833,126.8430667
화곡역6번출구,37.54105,126.8388667
화곡역7번출구,37.54085,126.8369833
강서구청소년상담복지센터,37.5402,126.8357
화곡푸르지오,37.5402167,126.8343833
외발산신광명마을,37.5463167,126.82145
외발산신광명마을,37.5460167,126.8211667
강서면허시험장.메이필드호텔,37.54965,126.8195833
강서면허시험장.메이필드호텔,37.5476833,126.82035
공항동송정중학교,37.5528167,126.81495
공항동송정중학교,37.5531333,126.81525
국립항공박물관.공항동천주교회,37.5556833,126.81195
국립항공박물관.공항동천주교회,37.5552333,126.81185
공항동지하도입구,37.55905,126.8081833
방화중학교,37.5643667,126.8065833
방화중학교,37.5645833,126.8059667
방화동도시개발11단지,37.5708667,126.8044167
개화119안전센터,37.5752833,126.8025167
개화119안전센터,37.5750667,126.8022167
개화역1번출구.개화검문소,37.5786333,126.80025
개화역1번출구.개화검문소,37.57855,126.7998333
부석마을.상사마을입구,37.58245,126.7985667
부석마을.상사마을입구,37.5818833,126.7983333
화곡동유림아파트,37.5305,126.8444667
화곡동유림아파트,37.5303333,126.8442667
까치산역2번출구,37.5315833,126.8470167
까치산역4번출구,37.5322833,126.8462
화곡동백구사,37.5326167,126.84275
화곡동백구사,37.5323667,126.8407167
화곡대림아파트,37.5331333,126.8387667
화곡동대림아파트.화곡중앙시장,37.5340833,126.8384
가로공원.나누리병원,37.5368167,126.8372
가로공원.나누리병원,37.5374833,126.8368833
강서문화원.강서K병원,37.5369333,126.8363667
강서문화원.강서K병원,37.5372167,126.8364
화원중학교,37.5379833,126.8404333
신월초등학교,37.5386667,126.8389833
신월초등학교,37.539,126.8395
화곡역5번출구,37.5406833,126.84095
화곡역4번출구,37.5409833,126.8411333
화곡역1번출구,37.5426333,126.8396833
화곡역8번출구,37.5429667,126.8389
대원시장,37.5441,126.8382333
대원시장,37.5445667,126.8373167
화곡중고등학교,37.5472167,126.8361333
우장산역,37.5492833,126.8365167
우장산역,37.5498333,126.8361333
명덕고등학교.서울스타병원,37.55315,126.8367167
명덕고등학교.서울스타병원,37.5533333,126.8363833
발산역.우장산힐스테이트,37.5560667,126.8376333
발산역.우장산힐스테이트,37.5568,126.8375
발산역2번출구,37.5602833,126.83855
발산역3번출구,37.5602,126.8389167
서울호서전문학교.등촌주공3단지아파트,37.5629,126.83945
서울호서전문학교.등촌주공3단지아파트,37.5627833,126.83975
서울강서우체국,37.5645667,126.8403333
서울강서우체국,37.5649167,126.8401167
양천향교역.휴먼빌아파트,37.5690667,126.8416333
양천향교입구,37.5704,126.8414333
가양한강타운아파트,37.5704,126.8432833
상원,37.55175,127.0468167
영동대교북단,37.5367667,127.0606333
경수중학교,37.5394167,127.0622
화양사거리,37.54705,127.06655
성수사거리.성수초등학교,37.5429333,127.0642333
서울효사랑병원,37.5415,127.0634333
성수2가3동주민센터,37.5495667,127.0555167
제인병원,37.5493333,127.0568167
성동세무서앞,37.54795,127.0623833
성동세무서,37.5482833,127.0643167
도선고등학교.꽃재교회,37.56695,127.0284333
리버하우스,37.55095,127.051
리버하우스,37.5513,127.0506667
성수2가3동주민센터,37.5502167,127.0546833
우리은행화양동지점,37.5481,127.0662
뉴타운아파트,37.5648333,127.0270833
군자교입구(중),37.5585333,127.0760667
군자교입구(중),37.5589,127.0750833
군자역.용마초등학교(중),37.55605,127.08245
군자역.용마초등학교(중),37.5562667,127.0815333
중곡동입구삼거리(중),37.5544667,127.0864667
어린이대공원후문.아차산역(중),37.55115,127.0901167
어린이대공원후문.아차산역(중),37.5525667,127.0893
군자교,37.5615667,127.0751333
군자교,37.5624,127.0752
중곡2동주민센터앞,37.5600667,127.0809
중곡2동주민센터앞,37.5598833,127.0811667
중곡동성당앞,37.56295,127.0828333
종합의료복합단지,37.5639833,127.0834167
면곡시장,37.56975,127.0797333
면곡시장,37.5702833,127.0795167
중곡아파트,37.5662667,127.0778333
중곡아파트,37.5658167,127.07715
용곡삼거리,37.568,127.0856333
중곡역.국립정신건강센터,37.56595,127.0845
용암사입구,37.5678667,127.0863333
대원고교앞,37.5642,127.08695
중곡동종점,37.5626833,127.0872167
신성시장,37.5583167,127.0879167
중곡동입구,37.5542,127.08865
어린이대공원앞,37.55215,127.0771
능동사거리.군자역,37.5551667,127.07865
구의사거리.광진소방서앞,37.5452833,127.08395
어린이회관,37.5460667,127.0772167
구의사거리.광진소방서앞,37.5449667,127.0845667
광진경찰서,37.5415667,127.0836833
광진경찰서,37.5431167,127.0846333
광진경찰서,37.5422167,127.0842833
광진구청,37.5389333,127.0834333
구의역2번출구,37.5379333,127.0886
래미안구의파크스위트,37.5447,127.0890833
구의2동주민센터입구,37.5493,127.0897333
구의2동주민센터입구,37.5486833,127.0895667
구의사거리,37.5456667,127.0856667
구의사거리,37.54585,127.0863333
래미안구의파크스위트,37.545,127.0890333
현대아파트앞,37.5391333,127.0939
현대아파트앞,37.5394833,127.0942167
테크노마트앞.강변역(D),37.5366667,127.0939333
올림픽대교북단사거리,37.5434333,127.0931833
올림픽대교북단사거리,37.54345,127.0936667
광장동현대아파트앞,37.5421167,127.09815
광장동현대아파트앞,37.5420167,127.0991667
광나루역.극동아파트,37.5434667,127.1030667
광나루역.극동아파트,37.5441833,127.1032167
워커힐아파트앞,37.5497167,127.1084833
워커힐입구,37.5518833,127.1095667
광진구청,37.5387,127.08315
자양동잠실대교북단,37.533,127.0848
자양동잠실대교북단,37.5321,127.0859
구의역3번출구,37.53755,127.0882333
뚝도변전소앞,37.5361,127.0690667
광진문화예술회관,37.5385167,127.0702
대동아파트앞,37.5364833,127.0688333
노룬산시장,37.5395333,127.0626333
건대입구역6번출구,37.5408833,127.06725
건대로데오거리입구,37.5392,127.0701
영동대교북단,37.5366,127.0611
성수사거리,37.5431167,127.0646833
화양사거리,37.54695,127.0668667
광진광장,37.5478167,127.0710833
가양한강타운아파트,37.5705333,126.8440167
가양2단지성지아파트.동양고등학교,37.5695667,126.84635
가양2단지성지아파트.동양고등학교,37.5695667,126.8475833
한보구암마을아파트,37.5687833,126.8490167
가양동천주교.영등포공업고등학교,37.5685167,126.8495833
서울서진학교.우체국앞.허준박물관,37.5668167,126.8512
탑산초등학교.허준박물관,37.5668,126.8517833
가양4단지아파트,37.5653667,126.8530667
대림경동아파트,37.5656,126.8533333
가양5단지아파트,37.56425,126.85495
가양2동강변아파트,37.5642167,126.8557333
가양6단지아파트,37.56295,126.8577667
가양초등학교,37.5617667,126.8595667
가양3동주민센터,37.5614,126.8609167
가양9단지아파트,37.55985,126.8630667
가양9단지아파트.세현고등학교,37.55985,126.8637333
염창동아3차아파트.나이아가라호텔,37.5491333,126.8777
염창동새마을금고,37.5502667,126.8732333
염창동새마을금고,37.5502167,126.8727
염창동한마음.관음삼성아파트,37.5530333,126.8698833
염창동관음삼성아파트,37.5529167,126.8693667
태영.삼성한사랑아파트,37.5550833,126.8654333
금호.한솔아파트,37.5555333,126.8655333
블루나인비지니스센터,37.5562833,126.8636833
블루나인비지니스센터,37.5565667,126.8639667
가양역6번출구.현대프린스텔,37.56025,126.85635
가양역9번출구.우성아파트,37.5614833,126.8539833
가양역.우성아파트,37.5621333,126.8534
SBS공개홀,37.5635167,126.8508
SBS공개홀,37.5637,126.84985
등촌동대림아파트,37.5644333,126.8484
강서한강자이아파트,37.5652833,126.84745
가양동CJ주식회사,37.56665,126.8449333
가양동CJ주식회사,37.5669333,126.8437667
강서공업고등학교,37.57565,126.8165333
방화동도시개발1.2단지아파트,37.5751667,126.817
서울항공비지니스고등학교,37.5693833,126.8169
서울항공비지니스고등학교,37.569,126.8163833
공항중학교,37.5632667,126.8162833
공항중학교.마곡엠밸리9단지,37.5630333,126.8167333
양천향교역,37.5669,126.8408167
제과점앞,37.5603667,126.8098667
공항동천주교회,37.5573833,126.8116333
강서한방병원,37.5301667,126.8390333
강서한방병원,37.5300333,126.83935
김포공항국내선(6번홈),37.5588667,126.8040667
김포공항국내선(2번홈),37.5583667,126.8047
김포공항국제선(4번홈),37.5652167,126.8012833
김포공항국제선(3번홈),37.56505,126.8010833
송정역,37.5613833,126.8120667
한국공항공사,37.5625333,126.7989333
한국공항공사,37.5625333,126.7987667
마곡수명산파크7단지,37.5492333,126.8231333
마곡수명산파크5단지6단지,37.5521833,126.8258
마곡수명산파크2단지,37.5549333,126.8264167
마곡수명산파크2단지,37.5549833,126.8262167
마곡수명산파크3단지4단지,37.55215,126.8255167
마곡수명산파크7단지,37.5493333,126.8228833
마곡역6번출구,37.5596167,126.8254
마곡역,37.5599667,126.8259833
마곡엠밸리14단지아파트,37.5585333,126.8265667
마곡엠밸리15단지아파트,37.5586333,126.82685
신방화사거리,37.5728833,126.8169333
신방화사거리,37.5728,126.8165
개화역광역환승센터,37.57835,126.7975833
개화역광역환승센터,37.5782167,126.7981667
송정역,37.5613333,126.8094
김포공항국내선(15번홈),37.5595,126.80375
강서면허시험장메이필트호텔,37.5503,126.8182167
김포공항국제선(7번홈),37.5659,126.8021833
강서면허시험장.강서농수산물시장,37.5501,126.8184833
김포공항국제선(2번홈),37.5649167,126.8009
대한항공,37.5496167,126.8168667
대한항공빌딩,37.5507667,126.81465
김포공항세관.국립항공박물관,37.5557,126.8080833
김포공항화물청사,37.5534,126.8114
동명여고.천주교불광동성당(중),37.6155167,126.9251333
불광역3.6호선(중),37.6126833,126.92795
불광역3.6호선(중),37.61185,126.9288167
불광역3호선.서울혁신파크(중),37.6091833,126.9309333
불광역3호선.서울혁신파크(중),37.6084333,126.9318667
한전서대문은평.북한산푸르지오(중),37.6065167,126.9333667
한전서대문은평.북한산푸르지오(중),37.6053167,126.9344667
녹번역(중),37.6028667,126.93495
녹번역(중),37.6018167,126.9353
수국사입구,37.6169167,126.9067
신도초교.은평메디텍고등학교,37.6341,126.93045
기자촌사거리,37.6341833,126.93205
진관공영차고지,37.6465833,126.9079333
진관공영차고지,37.6465333,126.9080667
MBC,37.5817,126.8909
MBC,37.5819333,126.89095
구파발역.롯데몰(서울도심),37.6369833,126.9186333
구파발역.롯데몰(고양.파주),37.6369667,126.9185333
신사동고개사거리,37.5956833,126.9103667
덕산중학교.씨티아파트,37.6002,126.90455
덕산중학교.두산위브아파트,37.6004333,126.9046667
백련산SK뷰아이파크아파트,37.5960167,126.9192667
구파발(경유),37.6348833,126.9190667
은평성모병원,37.6333667,126.9175833
신사1동주민센터,37.59805,126.9113667
디지털미디어시티역9번출구,37.5774833,126.89735
상신초등학교입구,37.59665,126.9083667
북가좌동삼거리(중),37.5755167,126.9045667
북가좌동삼거리(중),37.57515,126.9051
DMC래미안e.편한세상요진아파트(중),37.57175,126.9096833
DMC래미안e.편한세상요진아파트(중),37.5715167,126.9102667
모래내시장.가좌역(중),37.5691167,126.9151
모래내시장.가좌역(중),37.56985,126.9138167
사천교(중),37.5675333,126.9181833
연희104고지앞.구성산회관(중),37.5663167,126.9253
연희104고지앞.구성산회관(중),37.5663667,126.92575
서대문우체국(중),37.56185,126.9320833
서대문우체국(중),37.5625667,126.9314333
연세대앞(중),37.5599667,126.9353333
연세대앞(중),37.56015,126.9355333
세브란스병원앞(중),37.5600333,126.9386
세브란스병원앞(중),37.5601167,126.93905
이대후문(중),37.5627167,126.9433333
이대후문(중),37.5631,126.94365
모래내시장.가좌역,37.5699,126.9140667
사천교,37.5680833,126.9175667
연희104고지앞.구성산회관,37.5662667,126.9240167
연희104고지앞.구성산회관,37.5665333,126.9249833
연세대학교앞,37.5598333,126.93535
세브란스병원,37.5598833,126.9378
이대부중,37.56365,126.9442167
이대부고,37.5648667,126.946
이대부고,37.56635,126.9464667
금화초등학교.서울시교육청,37.5679333,126.9643167
충정로역2호선,37.5595667,126.9639
신촌기차역입구,37.5568333,126.9439667
신촌역2호선,37.5564167,126.9404667
동교동삼거리연희동방면,37.5586667,126.9274833
연세로.명물거리,37.5582333,126.9370333
연세로.스타광장,37.5565333,126.9367833
연희동대우아파트,37.56265,126.9279333
북가좌2동주민센터,37.5798,126.91145
북가좌2동주민센터,37.5803,126.9114667
KT가좌지사,37.5818833,126.91305
KT가좌지사,37.5828167,126.9133167
동도하이츠아파트,37.5847167,126.9150167
동도하이츠아파트,37.5849333,126.9147667
DMC.파크뷰자이,37.5729667,126.9133333
삼성래미안2차아파트,37.5717667,126.9139
모래내삼거리,37.57075,126.91325
DMC래미안e.편한세상2.4단지,37.5767833,126.911
모래내우체국.증가교회,37.57655,126.9115167
북가좌삼호.DMC아이파크아파트,37.5753,126.9133167
북가좌삼호.DMC아이파크아파트,37.5753667,126.9139333
DMC센트레빌아파트,37.5752167,126.9152167
DMC파크뷰자이.별동상가,37.5749667,126.91735
신촌기차역,37.5586667,126.9426
어린이대공원역.화양천주교회,37.54655,127.0735833
한아름공원,37.5438,127.0722667
건대입구역사거리.건대병원,37.5410667,127.071
건대입구역1번출구,37.5409167,127.0681833
어린이대공원역3번출구,37.5467333,127.0752167
건대입구역사거리.건대병원,37.5409667,127.0713167
어린이대공원역.화양천주교회,37.5459333,127.0736167
광진광장,37.54805,127.07135
어린이대공원앞.세종대학교,37.5497833,127.07545
능동교회앞,37.5529167,127.07695
능동사거리.군자역,37.5566667,127.0789667
어린이대공원후문,37.55085,127.0904833
