address,park,hospital,subway,bus,parking,element,middle,high,hospitalcount,homeKind
서울특별시 강북구 도봉로65길 67,0.6803787136793993,0.7643142476697736,0.9004854368932038,0.7909930715935335,0.8374173473356671,0.7813953488372093,0.5886116442738324,0.7746773630973143,0.7063585764884466,다세대주택
서울특별시 강북구 도봉로76길 16-5,0.8233757753836108,0.9027962716378164,0.9073624595469256,0.8851039260969977,0.9506028782574872,0.6666666666666667,0.617402431222009,0.7900244157656087,0.6943835385393827,다가구주택
서울특별시 강북구 도봉로78길 21-6,0.8194580476656872,0.844207723035952,0.9372977346278316,0.9353348729792148,0.9050952936600544,0.6069767441860465,0.5355086372360844,0.745378444366934,0.6945522010457076,다가구주택
서울특별시 강북구 도봉로95길 19-14,0.6735226901730329,0.8988015978695073,0.8968446601941747,0.901270207852194,0.8883702839362115,0.4372093023255814,0.761996161228407,0.5221485873735612,0.695058188564682,다가구주택
서울특별시 강북구 도봉로95길 37-8,0.6588312112308194,0.9560585885486018,0.8930016181229773,0.8735565819861432,0.9062621548035784,0.4248062015503876,0.7901471529110684,0.5280781304499478,0.6970821386405802,다가구주택
서울특별시 강북구 도봉로96길 74-8,0.8145608880182827,0.8055925432756325,0.8764158576051779,0.7904157043879908,0.6795021392454298,0.8612403100775194,0.8432501599488164,0.5824904080920823,0.6847697756788667,다세대주택
서울특별시 강북구 도봉로96길 81,0.8099902056807052,0.7230359520639147,0.8634708737864077,0.7667436489607391,0.6647218980941267,0.8806201550387597,0.8624440179142674,0.5730728985001744,0.6832518131219429,다세대주택
서울특별시 강북구 삼각산로 90-7,0.5703558602677115,0.7243675099866844,0.8116909385113269,0.4815242494226328,0.9346557759626604,0.8728682170542635,0.6417146513115803,0.6623648412975236,0.7601619160060719,
서울특별시 강북구 삼양로 246-14,0.5732941560561542,0.9360852197070572,0.8806634304207119,0.663972286374134,0.8689225982108129,0.7224806201550388,0.5975687779910429,0.7774677363097314,0.7174903019058864,아파트
서울특별시 강북구 삼양로 346-15,0.6323865491348352,0.9360852197070572,0.8796521035598706,0.7644341801385681,0.793854531310774,0.6837209302325582,0.5195137555982086,0.8022322985699337,0.7233934896272558,다세대주택
서울특별시 강북구 삼양로 577-20,0.9294809010773752,0.9467376830892144,0.5865695792880259,0.088337182448037,0.9187086736678336,0.7891472868217054,0.8522072936660269,0.7997907220090688,0.8166638556248946,다가구주택
서울특별시 강북구 삼양로 631,0.7652628142344107,0.9201065246338216,0.5618932038834952,0.2511547344110855,0.8751458576429405,0.4310077519379844,0.8125399872040947,0.711545169166376,0.8298195311182324,연립주택
서울특별시 강북구 삼양로102길 18,0.5520731309174012,0.8242343541944075,0.8723705501618123,0.6327944572748267,0.8747569039284325,0.7558139534883721,0.4740882917466411,0.6386466689919776,0.7434643278799122,다세대주택
서울특별시 강북구 삼양로107길 45,0.6150832517140059,0.7057256990679095,0.7949029126213591,0.4133949191685913,0.968494749124854,0.7666666666666666,0.7152911068458094,0.6173700732472969,0.7653904537021421,다가구주택
서울특별시 강북구 삼양로111가길 3,0.6464250734573946,0.7842876165113182,0.790453074433657,0.397228637413395,0.970828471411902,0.6906976744186046,0.7319257837492003,0.5807464248343216,0.767583066284365,다세대주택
서울특별시 강북구 삼양로112길 19-6,0.6369572314724127,0.8628495339547271,0.82665857605178,0.4936489607390301,0.8965383119408791,0.5914728682170542,0.5700575815738964,0.6226020230205791,0.7522347782088041,다세대주택
서울특별시 강북구 삼양로112길 9-16,0.6503428011753183,0.8655126498002663,0.8173543689320388,0.4670900692840647,0.9023726176584986,0.5844961240310078,0.5962891874600128,0.6309731426578304,0.7566200033732502,다가구주택
서울특별시 강북구 삼양로114길 3,0.6457721188377408,0.8921438082556591,0.818972491909385,0.4693995381062356,0.908984830805134,0.6,0.599488163787588,0.6243460062783397,0.7574633159048744,다세대주택
서울특별시 강북구 삼양로116길 29,0.6673196212863206,0.7842876165113182,0.811084142394822,0.460161662817552,0.8673667833527811,0.5108527131782945,0.5764555342290467,0.660969654691315,0.755608028335301,다세대주택
서울특별시 강북구 삼양로119길 12,0.7107411034933072,0.9241011984021305,0.774878640776699,0.3458429561200924,0.8872034227926877,0.562015503875969,0.7044145873320538,0.6651552145099406,0.7728116039804351,다가구주택
서울특별시 강북구 삼양로119길 18,0.7172706496898466,0.9161118508655126,0.7686084142394822,0.3262124711316397,0.8840917930766239,0.586046511627907,0.72552783109405,0.6648064178583886,0.7743295665373587,다세대주택
서울특별시 강북구 삼양로119길 22,0.7205354227881162,0.910785619174434,0.7659789644012944,0.319284064665127,0.881369117075068,0.592248062015504,0.7319257837492003,0.665852807813045,0.7751728790689829,다세대주택
서울특별시 강북구 삼양로119길 33,0.722494286647078,0.8242343541944075,0.7576860841423948,0.2973441108545035,0.882535978218592,0.6449612403100775,0.7754318618042226,0.65364492500872,0.7788834542081295,다세대주택
서울특별시 강북구 삼양로123가길 23,0.7815866797257591,0.7616511318242343,0.7139967637540453,0.1714780600461893,0.8039673278879813,0.6798449612403101,0.8202175303902751,0.677711893965818,0.7834373418789004,다가구주택
서울특별시 강북구 삼양로123가길 37,0.8015017956252041,0.7097203728362184,0.7032766990291262,0.1414549653579676,0.780241151302995,0.6519379844961241,0.7978246960972489,0.6913149633763516,0.7844493169168494,다가구주택
서울특별시 강북구 삼양로123가길 41,0.81162259222984,0.7243675099866844,0.6976132686084142,0.1264434180138568,0.7677946324387398,0.6372093023255814,0.7856685860524633,0.6975933031042902,0.7857986169674482,다세대주택
서울특별시 강북구 삼양로123길 22-10,0.7518772445315051,0.8575233022636485,0.7465614886731391,0.2661662817551963,0.8463632827693505,0.6054263565891473,0.7504798464491362,0.6867806069061737,0.7787147917018047,다세대주택
서울특별시 강북구 삼양로123길 22-14,0.7587332680378713,0.844207723035952,0.7427184466019418,0.25635103926097,0.838584208479191,0.6031007751937985,0.7504798464491362,0.6920125566794559,0.7793894417271041,다세대주택
서울특별시 강북구 삼양로123길 22-22,0.77179236043095,0.8122503328894807,0.7356391585760518,0.2378752886836027,0.823026059898872,0.5937984496124031,0.745361484325016,0.7024764562260202,0.7800640917524034,다세대주택
서울특별시 강북구 삼양로123길 32-10,0.7505713352921972,0.8069241011984021,0.7431229773462784,0.254041570438799,0.8490859587709063,0.6364341085271318,0.7767114523352527,0.6766655040111615,0.7797267667397538,다세대주택
서울특별시 강북구 삼양로123길 32-12,0.7584067907280444,0.8002663115845539,0.739279935275081,0.24364896073903,0.8397510696227148,0.6302325581395349,0.7735124760076776,0.6832926403906523,0.7797267667397538,다세대주택
서울특별시 강북구 삼양로123길 32-38,0.7796278158667973,0.762982689747004,0.7285598705501618,0.2170900692840647,0.8140801244651886,0.6077519379844961,0.7581573896353166,0.7021276595744681,0.7812447292966773,다세대주택
서울특별시 강북구 삼양로123길 39-1,0.7293503101534444,0.7789613848202397,0.7497977346278317,0.2748267898383372,0.8728121353558926,0.6713178294573643,0.799744081893794,0.6522497384025114,0.7793894417271041,다세대주택
서울특별시 강북구 삼양로123길 40-12,0.7544890630101209,0.7576564580559254,0.7368527508090614,0.2367205542725173,0.8428626993387787,0.6596899224806201,0.7971849008317339,0.6724799441925358,0.7802327542587283,다세대주택
서울특별시 강북구 삼양로123길 40-26,0.7786483839373164,0.7270306258322237,0.7253236245954693,0.2049653579676674,0.8148580318942046,0.6333333333333333,0.780550223928343,0.6927101499825602,0.7822567043346265,다세대주택
서울특별시 강북구 삼양로123길 40-8,0.7473065621939275,0.762982689747004,0.7402912621359223,0.2471131639722864,0.8514196810579541,0.665891472868217,0.800383877159309,0.6662016044645971,0.7804014167650531,다세대주택
